[h +sw][hw +sw][X][+sw],aclu.org
[h +sw][hw +sw][X][+sw],airbnb.ca
[h +sw][hw +sw][X][+sw],airbnb.co.uk
[h +sw][hw +sw][+s +sw][+sw],airbnb.com
[h +sw][hw +sw][X][+sw],airbnb.com.au
[h +sw][hw +sw][X][+sw],airbnb.es
[h +sw][hw +sw][X][+sw],airbnb.it
[h +sw][hw +sw][X][+sw],airbnb.nl
[h +sw][hw +sw][X][+sw],airbnb.ru
[h +s -https://www.aladdin.ie][X][+s][X],aladdinschools.appspot.com
[X][X][X][X],alpha.irccloud.com
[h +s][hw +s][+s][X],alteregoapp.com
[h +s +https://www.intercom.io/][X][+s][X],api.intercom.io
[X][X][X][X],api.mega.co.nz
[h -s][X][-s][X],api.recurly.com
[h -s][X][-s][X],api.simple.com
[h +sw][hw +sw][X][+sw],apollo-auto.com
[h +s +https://app-sc.recurly.com/login][X][+s][X],app.recurly.com
[h +s][hw +s][+s][+sw],apps.co
[h +s][hw +sw][+s][+sw],appseccalifornia.org
[h hw][hw][+s hw][+sw],ariba.com
[h +s][hw +s][+s][+sw],arivo.com.br
[h +s][X][+s][X],bank.simple.com
[X][hw +sw hw +sw][X][+sw],banking.co.at
[h +s][hw][+s][+sw],bassh.net
[X][X][+s +https://web.bccx.com/][X],bccx.com
[h][hw h][+s][-sw h],bcrook.com
[h +sw][hw +sw][-s +sw][+sw],bespokepost.com
[X][X][X][X],betnet.fr
[h][hw][+s][+sw],binary.com
[h +s][hw +s][+s][+sw +s],bitbucket.org
[h +s][hw +s][+s][-sw +s],bitminter.com
[h +s][X][+s][X],blog.cyveillance.com
[h +s][X][+s][X],blog.linode.com
[h +s][X][+s][X],blog.torproject.org
[h][hw h][+s][+sw +s],blogun.ru
[h][hw h][-s][X],blueseed.co
[h hw +sw][hw][X][+sw],boundless.com
[X][X][-s][-sw +sw],braintreegateway.com
[h +sw][hw +sw][-s +sw][+sw],braintreepayments.com
[h +https://login.persona.org/][hw +https://login.persona.org/][-s +https://login.persona.org/][-sw +https://login.persona.org/],browserid.org
[h +s][hw h +s][+s][X],bugcrowd.com
[h +s][X][+s][-sw +s],bugzilla.mozilla.org
[X][X][+s][X],business.medbank.com.mt
[h +s][X][+s][X],carezone.com
[h hw +sw][hw][X][+sw],carlolly.co.uk
[h +sw][hw +sw][+s][+sw],cert.se
[h][X][+s][X],check.torproject.org
[h +s][X][+s][X],cloudns.com.au
[h +https://meocloud.pt/][hw +https://meocloud.pt/][+s +https://meocloud.pt/][+sw +https://meocloud.pt/],cloudpt.pt
[h +s][hw -sw +s][+s][-sw],cloudsecurityalliance.org
[h +s][hw +s][+s][-sw +s],cloudup.com
[h +sw][hw +sw][-s +sw][+sw],codeur.com
[h +s][hw +s][+s][-sw +s],coinbase.com
[h +sw][hw +sw][-s +sw][+sw],commbank.com.au
[h hw][hw][-s +sw hw][+sw],computerbase.de
[h +sw][hw +sw][+s][+sw],conformal.com
[h +s][X][+s][X],controlcenter.gigahost.dk
[h +s][hw +s][+s][-sw +s],conyac.cc
[h +sw][X][-s +sw][+sw],cortalconsors.de
[h +s][hw +sw][+s][+sw],crate.io
[h +s][hw +s][+s][-sw +s],creativemarket.com
[h +s][X][+s][X],crm.onlime.ch
[h][hw][+s][+sw],crocko.com
[h -s +sw][hw +sw][-s][+sw],crowdcurity.com
[h +sw][hw +sw][+s +sw][+sw],crowdtilt.com
[h +s][hw +s][+s][+sw],crypto.cat
[h][hw -s][-s][-sw -s],crypto.is
[X][X][X][X],csawctf.poly.edu
[h +sw][hw +sw][X][+sw],cueup.com
[h hw +sw][hw][X][+sw],customerlobby.com
[h hw][hw][X][X],cyberoam.com
[h hw +sw -https://kintone.cybozu.com/us/][hw][X][+sw],cybozu.com
[h +sw][hw +sw][+s +sw][+sw],cyphertite.com
[h +sw][hw +sw][X][+sw],cyveillance.com
[h +s][hw +sw][+s][+sw],dashboard.io
[h +s hw +sw][hw][+s][+sw],desktimeapp.com
[h +s][hw +s][+s][X],developer.mydigipass.com
[h +sw][hw +sw][-s +sw][+sw],digitalocean.com
[h +s][X][+s][X],dist.torproject.org
[X][X][+s +https://www.lookout.com/][X],dm.lookout.com
[X][X][+s +https://www.lookout.com/][X],dm.mylookout.com
[X][X][X][X],do(base_url
[h +s][hw +sw][+s][+sw],do.com
[h +sw][hw +sw][X][+sw],docusign.net
[h +s][hw +s][+s][-sw +s],domai.nr
[h][X][+s][X],download.jitsi.org
[h +sw][hw +sw][-s +sw][+sw],doximity.com
[h +s +sw][hw +sw][+s][+sw],dropbox.com
[h +sw][hw +sw][-s +sw][+sw],dropcam.com
[h +s][hw +s][+s][-sw +s],duckduckgo.com
[h +s][hw +s][+s][-sw +s],ducksboard.com
[h][X][+s][X],ebanking.indovinabank.com.vn
[h +s][hw +sw][+s][+sw],editorially.com
[h hw +sw][hw][-s +sw][+sw],eff.org
[h -s][hw -sw][-s][-sw],elanex.biz
[X][X][X][X],emailprivacytester.com
[h hw +sw][hw][-s +sw][+sw],engineyard.com
[h +s][hw +sw +s][+s][+sw],entropia.de
[h +sw][hw +sw][-s +sw][+sw],epay.bg
[h +s][hw +s][+s][X],epoxate.com
[X][X][X][X],espra.com
[h hw][hw][-s hw][+sw hw],etsy.com
[h][hw][X][X],eve-central.com
[h hw +sw][hw][-s +sw][+sw],facebook.com
[X][X][X][X],factor.cc
[h +sw][hw +sw][-s +sw][+sw],fastmail.fm
[h +sw][hw +sw][-s +sw][+sw],fatzebra.com.au
[h hw +s +sw][hw][+s][+sw],federalregister.gov
[h +sw][hw +sw][X][+sw],feralhosting.com
[h +s][hw +s][+s][X],filesfetcher.com
[X][X][-s][X],fj.simple.com
[h +s][hw +sw][+s][+sw],flowdock.com
[h +s][X][+s][X],forum.linode.com
[h][X][+s][X],forum.quantifiedself.com
[h +s][hw +s][+s][-sw +s],founderscard.com
[h +s][hw +s][+s][+sw +s],foursquare.com
[h hw][hw][-s +sw][+sw],gandi.net
[h +s -sw +https://www.dropbox.com/][hw +https://www.dropbox.com/][+s][-sw],getdropbox.com
[h][hw h][+s][+sw],getfirebug.com
[h +s][hw +s][+s][-sw +s],github.com
[h +s][hw +s][+s][+sw +s],gks.gs
[h hw][hw][X][+sw],gmu.edu
[h +s][hw +s][+s][+sw +s],gocardless.com
[h hw -sw][hw][-s -sw][-sw],google.com
[h][hw +sw +https://login.corp.google.com/request?s=www.googleplex.com:443/uberproxy/&d=https://www.googleplex.com/%3Fupxsrf%3DAGxAqhbeUHr8h_ALCUJNa4zpWOQXFWBRUw:1380170805360&maxAge=1200&authLevel=2000000&rpMode=v2&keyIds=Do0][X][+sw],googleplex.com
[h +sw][hw +sw][-s +sw][+sw],gov.uk
[h hw +sw][hw +sw][X][+sw],graffletopia.com
[h +sw][hw +sw][+s +sw][+sw],grc.com
[h -https://www.cueup.com/fromGreplin +https://www.cueup.com/greplin][X][X][X],greplin.com
[h +s][hw +s][+s][+sw +s],grepular.com
[h +sw][hw +sw][-s +sw][+sw],hackerrank.com
[h +s][hw +s][+s][-sw +s],hackpad.com
[h +s][hw +s][+s][+sw +s],hasgeek.com
[X][X][+s][+sw],haste.ch
[h -s][hw -s][-s][+sw -s],headliner.fm
[h hw +sw][hw][X][+sw],heroku.com
[h +s][hw +https://www.heroku.com/][+s][-sw +https://www.heroku.com/],herokuapp.com
[h +s][hw +s][+s][+sw +s],heyo.com
[X][hw][X][+sw],host.sk
[h +s][hw +sw][+s][+sw],hotwords.com
[h +s][hw +s][+s][+sw],howrandom.org
[h hw -http://www.eprintcenter.com/ -http://h30495.www3.hp.com -https://h30495.www3.hp.com/ -https://h30495.www3.hp.com/c/46359/US/en/][X][X][X],hpconnected.com
[h hw][hw][+s][-sw],hu-berlin.de
[h +s][hw +s][+s][-sw +s],hubstaff.com
[h +sw][hw +sw][-s +sw][+sw],icloud.com
[X][X][+s][X],id.mayfirst.org
[X][X][X][X],include_subdomains
[h +s][hw +s][+s][X],inertianetworks.com
[h hw +sw][hw][X][+sw],instacart.com
[h][hw h][+s h][+sw h],instinctmagazine.com
[h +s +sw][hw +sw][+s][+sw],intercom.io
[h hw][hw][-s hw][+sw],intuit.com
[h +s][X][+s][X],iop.intuit.com
[h +s -https://login.iqbank.ru:443/auth/UI/Login?service=ibank&goto=https%3A%2F%2Fiqbank.ru%3A443%2F][X][+s][X],iqbank.ru
[h -s +sw][hw +sw][-s][+sw],irccloud.com
[h +sw][hw +sw][+s][+sw],itriskltd.com
[h +s][hw +sw][+s][+sw],ixquick.com
[h +s][hw +https://izea.com/][+s][-sw +https://izea.com/],izeaexchange.com
[h -s][hw -s][-s][-sw -s],jitsi.org
[h +sw][hw][-s hw][+sw],jottit.com
[h hw][hw][X][+sw],jusbrasil.com.br
[h +sw][hw +sw][X][+sw],kajabiapp.com
[h +sw][hw +sw][+s][+sw],kernel.org
[h +s][hw +s][+s][-sw +s],keyerror.com
[h][hw +s][+s][+sw +s],kiwiirc.com
[h +s][hw h +s][+s][-sw +s],lastpass.com
[h +s][hw +s][+s][-sw +s],launchkey.com
[h +s][hw +s][+s][-sw +s],launchpad.net
[h +s +sw][hw +sw][+s][+sw],leapmotion.com
[h +s][hw +sw][+s][+sw],ledgerscope.net
[h +s][X][+s][X],library.linode.com
[h hw][hw][X][X],lighttpd.net
[h +s hw +sw][hw][+s][+sw],linode.com
[h +sw][hw +sw][+s][+sw],linx.net
[h -s][hw -sw][-s][-sw],liqpay.com
[h][X][-s +s][X],lists.mayfirst.org
[h +s][hw +sw +s][+s][+sw],lockify.com
[h -s][hw -s][-s][-sw -s],logentries.com
[h +s][X][+s][X],login.persona.org
[h +s][hw -http://pesquisa.sapo.pt/?q=www%20login&host=www.login.sapo.pt&ptr=1][+s][X],login.sapo.pt
[h][hw][+s][+sw],logotype.se
[h +sw][hw +sw][+s +sw][+sw],lolicore.ch
[h +sw][hw +sw][+s +sw][+sw],lookout.com
[h +s][hw +s][+s][+sw +s],lovewithfood.com
[h +s][hw +sw +s][+s][+sw],lumi.do
[h +s][X][+s][X],luneta.nearbuysystems.com
[h hw +sw][hw][+s][+sw],madmimi.com
[h +s][hw +sw +s][+s][+sw],makeyourlaws.org
[h +s][X][+s][X],manager.linode.com
[h +s][X][+s][X],mandrillapp.com
[h][hw][+s][+sw],mathway.com
[h +s][hw +s][+s][-sw +s],mattmccutchen.net
[X][hw +sw][X][+sw],mbnet.pt
[h +s][hw +sw +s][+s][+sw],mcprohosting.com
[h +s][hw +https://blog.mediacru.sh/][+s][+sw],mediacru.sh
[h +s][hw +s][+s][+sw],mega.co.nz
[h][X][+s][X],members.mayfirst.org
[h +s][X][+s][X],members.nearlyfreespeech.net
[h +s][hw +sw +s][+s][+sw],minestatus.net
[h -sw -https://www.skrill.com/en/][X][X][X],moneybookers.com
[X][X][+s][+sw +s],mudcrab.us
[h][hw h][+s h][+sw h],mwomercs.com
[h +s][X][X][X],my.alfresco.com
[h +s][hw +s][+s][X],my.onlime.ch
[h +sw][hw +sw][-s +sw][+sw],mydigipass.com
[h +sw +https://www.lookout.com/][hw +https://www.lookout.com/][X][+sw],mylookout.com
[X][X][X][X],neg9.org
[h -https://neonisi.herokuapp.com][X][X][X],neonisi.com
[h][hw +s][+s][X],netzpolitik.org
[h +sw][hw +sw][-s +sw][+sw],nitrous.io
[h +sw][hw +sw][-s +sw][+sw],nodejitsu.com
[h +sw][hw +sw][+s][+sw],noisebridge.net
[h hw][hw][X][+sw hw],novell.com
[h +s][hw +s][+s][+sw +s],npmjs.org
[h hw +sw][hw][X][+sw],nsfwcorp.com
[h hw][hw][+s +sw][+sw],nuget.org
[h +s][hw][+s][X],obmenka.ua
[h +s hw +sw][hw][+s][+sw],odesk.com
[h +s][hw +sw][+s][+sw],onion.to
[h hw][hw][-s +sw][+sw],ontario.ca
[h -s +sw][hw +sw][-s][+sw],openshift.com
[h +https://www.openshift.com][X][-s +https://www.openshift.com][X],openshift.redhat.com
[h hw][hw][X][+sw hw],opensuse.org
[h +s][X][+s][X],oplop.appspot.com
[h +s +sw][hw +sw][+s][+sw],organizze.com.br
[X][X][X][X],ottospora.nl
[h +s][X][+s][X],p.linode.com
[h +s][hw +s][+s][-sw +s],packagist.org
[h][hw][X][X],papyrefb2.net
[h][hw h][+s +https://tls.passthepopcorn.me/][+sw +https://tls.passthepopcorn.me/],passthepopcorn.me
[h +s][hw +sw][+s][+sw],passwd.io
[h +https://p.linode.com/][X][+s][X],paste.linode.com
[h +https://p.linode.com/][X][+s][X],pastebin.linode.com
[h +s][X][+s][X],pay.gigahost.dk
[h +sw][X][X][+sw],paycheckrecords.com
[h +sw][X][X][+sw],paymill.com
[X][X][+s +https://www.paymill.com/de-de +https://www.paymill.com/de-de/][X],paymill.de
[h +s +sw -sw][X][+s][+sw],paypal.com
[h +s +https://app.perfectaudience.com/][hw][+s][-sw],perfectaudience.com
[h hw][hw][X][+sw hw],petflow.com
[h][hw][+s][+sw],pinboard.in
[h +s][hw +sw +s][+s][+sw],pingler.com
[X][X][X][X],piratenlogin.de
[h +s][hw +sw][+s][+sw],pixi.me
[h -s +sw][hw +sw][-s][+sw],playfire.com
[h hw][hw][X][X],playvid.com
[h +s][hw +s][+s][-sw +s],podio.com
[X][hw +sw][X][+sw],portalbank.dk
[h hw +sw][hw][X][+sw],posible.org.mx
[h][hw][+s][+sw],prestabox.com
[h hw][hw][+s hw][+sw hw],prestashop.com
[h -s][hw -s][-s][X],privat24.ua
[h -s +sw][hw +sw][-s][+sw],quantcast.com
[h hw][hw][X][+sw],raiffeisen.at
[h][hw h][X][X],rapidresearch.me
[h][hw][+s][+sw],reactos.org
[h hw -sw][hw][+s -sw][-sw],reg.ru
[h hw][hw][+s +sw][+sw],rigassatiksme.lv
[h +https://help.riseup.net/ +https://help.riseup.net/en][X][+s][+sw],riseup.net
[h +s][hw +s][+s][-sw +s],roadtrippers.com
[h +s][hw +sw][+s][+sw],romab.com
[h +sw][hw +sw][-s +sw][+sw],roomorama.com
[h +s][X][+s][X],roundcube.mayfirst.org
[h][hw h][+s][X],ruzuku.com
[X][X][X][X],sah3.net
[h +s][hw +s][+s][X],sandbox.mydigipass.com
[h -s +sw][hw +sw][-s][+sw],saturngames.co.uk
[h +s][hw +s][+s][+sw +s],savingstar.com
[h hw][hw][X][X],scmp.com
[h][hw +s][+s][+sw +s],securityheaders.com
[h -s -https://serverdensity.com -https://www.serverdensity.com/][hw +sw][-s][+sw],serverdensity.io
[h +sw -http://www.shodanhq.com/][X][X][+sw],shodan.io
[X][X][X][X],shops.neonisi.com
[h +s][hw +s][+s][+sw +s],silentcircle.com
[X][X][X][X],silentcircle.org
[h +s][hw +s][+s][-sw +s],silp.com
[h +sw][hw +sw][+s][+sw],simple.com
[h hw][hw][+s +sw][+sw],site24x7.com
[h +s +sw][hw +sw][+s][+sw],skillfeed.com
[h +s hw +sw][hw][X][+sw],slixa.com
[X][hw][X][X],sol.io
[h +https://secure.solve360.com/][hw +https://secure.solve360.com/][+s][+sw],solve360.com
[h hw][hw][+s hw][+sw hw],sotmarket.ru
[h +s][hw +sw +s][+s][+sw],speakerdeck.com
[h +https://squareup.com/t/f_tv/c_may12_nationaldrtv +https://squareup.com][X][X][X],square.com
[h +s][hw +s][+s][-sw +s],squareup.com
[h][X][-s][X],ssl.panoramio.com
[h +s][hw +sw +s][+s][+sw],stacksocial.com
[h +s][hw +sw][+s][+sw],startpage.com
[h +s][hw +s][+s][+sw +s],stocktrade.de
[h +s][hw +s][+s][+sw +s],stripe.com
[h hw][hw][X][X],strongest-privacy.com
[h +s][X][+s][X],support.mayfirst.org
[h -sw][hw -sw][-s -sw][-sw],surfeasy.com
[X][X][X][X],surkatty.org
[h +sw][hw +sw][X][+sw],suse.com
[h][hw][+s][X],t.co
[h hw][hw][X][+sw],tchibo.com.tr
[h hw][hw][X][+sw],tchibo.de
[h hw][hw][X][+sw],tchibo.hu
[h hw][hw][X][+sw],tchibo.pl
[h +sw][hw +sw][X][+sw],thehunt.com
[h hw +sw][X][X][+sw],themightyquest.com
[h +sw][hw +sw][+s +sw][+sw],therapynotes.com
[h][hw][-s +sw][+sw],tokyotosho.info
[h +sw][hw +sw][-s +sw][+sw],torproject.org
[h +sw][hw +sw][-s +sw][+sw],transifex.com
[h hw][hw][-s +sw][+sw],trillian.im
[h hw +sw][hw][-s +sw][+sw],tweaky.com
[h][hw][+s][+sw],tweetdeck.com
[h hw][hw][+s hw][+sw],twilio.com
[h +s][hw +s][+s][+sw +s],twitter.com
[h +s][hw +s][+s][-sw +s],typekit.com
[h +s][hw +s][+s][X],ubertt.org
[h -http://colotest.udemy.com/ +sw][hw +sw][X][+sw],udemy.com
[h][hw][X][X],ulozto.cz
[h +sw][hw][X][+sw],united-domains.de
[X][X][X][X],uprotect.it
[h +sw][hw +sw][-s +sw][+sw],upsmychoicepromo.com
[h hw][hw][-s hw][+sw hw],usertesting.com
[h][hw][+s][+sw],vine.co
[h hw +sw][hw][X][+sw],vizify.com
[h -sw][hw -sw][-s -sw][-sw],vleaf.com
[h +s][X][+s][X],webmail.gigahost.dk
[h +s][X][+s][X],webmail.mayfirst.org
[h +s][X][+s][X],webmail.onlime.ch
[h +s][hw +s][+s][-sw +s],weedmaps.com
[h +sw][hw +sw][+s +sw][+sw],wepay.com
[h +s][hw +sw +s][+s][+sw],what.cd
[h +s +sw][hw +sw][+s][+sw],wholelifechallenge.com
[h +sw][X][X][+sw],whonix.org
[h +s][X][+s][X],wiki.python.org
[X][X][X][X],wiz.biz
[h hw +sw][hw][+s +sw][+sw],woopra.com
[h hw +sw][hw][-s +sw][+sw],worldcubeassociation.org
[h +s][hw +s][+s][+sw],writeapp.me
[h +s -http://waitforit.wuaki.tv][X][+s][X],wuaki.tv
[h +sw][hw +sw][-s +sw][+sw],yammer.com
[h +s][X][+s][X],yande.re
[h +sw][hw][X][+sw],zaarly.com
[h hw][hw][-s +sw][+sw],zoho.com
[h +sw][hw +sw][-s +sw][+sw],zoo24.de
